date,compound,volume,BTC,Rf,BTC_volume,BTC_dev,BITSI,BITSI_dev,cRf,predictions
2021-12-28,278.6975,9937,47588.85546875,1.00001068493,33430376883.0,-2368.84375,278.6975,-82.96791428571424,1.0000106642052662,1301917.5642171304
2021-12-29,338.8783,9141,46444.7109375,1.00001041096,30049226299.0,-3201.0167410714275,338.8783,3.482685714285765,1.000010391283132,3782528.6300043114
2021-12-30,311.7204,8908,47178.125,1.00001041096,26686491018.0,-1952.400669642855,311.7204,-25.016514285714265,1.000010391283132,7009173.832007704
2021-12-31,497.7288,9463,46306.4453125,1.00001068493,36974172400.0,-2178.9732142857174,497.7288,142.28144285714285,1.0000106642052662,4641821.267295095
2022-01-01,373.9566,7871,47686.8125,1.00001068493,24582667004.0,-406.7421875,373.9566,15.818457142857085,1.0000106642052662,3987730.603191701
2022-01-02,291.0924,7913,47345.21875,1.00001068493,27951569547.0,-253.43638392857247,291.0924,-67.13371428571423,1.0000106642052662,1875572.7577724932
2022-01-03,386.174,12287,46458.1171875,1.0000109589,33071628362.0,-543.06640625,386.174,32.138571428571424,1.0000109371002903,1022411.6909595889
2022-01-04,149.4278,9925,45897.57421875,1.00001041096,42494677905.0,-861.9977678571449,149.4278,-186.14052857142852,1.000010391283132,1122258.8165538264
2022-01-05,232.1494,13025,43569.00390625,1.00001123288,36851084859.0,-2779.7527901785725,232.1494,-88.17194285714288,1.0000112099781693,1389091.9172171315
2022-01-06,-198.7516,14402,43160.9296875,1.00001232877,30208048289.0,-2613.9419642857174,-198.7516,-446.1483714285714,1.0000123011888595,4920615.976717868
2022-01-07,397.2321,14950,41557.90234375,1.00001178082,84196607520.0,-3538.6060267857174,397.2321,164.192,1.0000117556327137,5695277.661924889
2022-01-08,194.0559,11241,41733.94140625,1.00001178082,28066355845.0,-2512.1568080357174,194.0559,-13.284099999999995,1.0000117556327137,8340346.713532265
2022-01-09,155.0924,9090,41911.6015625,1.00001178082,21294384372.0,-1558.265625,155.0924,-32.81902857142859,1.0000117556327137,6268750.3689350495
2022-01-10,243.4643,13090,41821.26171875,1.00001260274,32104232331.0,-986.1975446428552,243.4643,75.93997142857143,1.0000125739213344,3275378.9272192814
2022-01-11,534.6455,10590,42735.85546875,1.00001260274,26327648900.0,380.0703125,534.6455,312.0900714285714,1.0000125739213344,1877748.9244181858
2022-01-12,459.6929,10736,43949.1015625,1.00001315068,33499938689.0,1539.0167410714275,459.6929,204.63125714285712,1.000013119305072,1192552.9032967393
2022-01-13,463.4418,9877,42591.5703125,1.00001287671,47691135082.0,262.82254464285506,463.4418,113.78109999999998,1.0000128466267368,2107034.2047831956
2022-01-14,175.2205,9064,43099.69921875,1.0000139726,23577403399.0,550.6947544642826,175.2205,-142.72425714285717,1.0000139371876795,1381537.5401302439
2022-01-15,242.6377,7717,43177.3984375,1.0000139726,18371348298.0,422.1858258928551,242.6377,-82.24731428571425,1.0000139371876795,1103184.638450413
2022-01-16,325.6314,7850,43113.87890625,1.0000139726,17902097845.0,186.91238839285504,325.6314,-23.6163285714286,1.0000139371876795,1082864.9066939617
2022-01-17,500.1384,9504,42250.55078125,1.0000139726,21690904261.0,-737.7427455357174,500.1384,114.22294285714288,1.0000139371876795,996516.72791363
2022-01-18,518.5571,10393,42375.6328125,1.00001589041,22417209227.0,-561.2003348214275,518.5571,134.93998571428574,1.0000158446307517,1239925.9886023765
2022-01-19,200.331,9905,41744.328125,1.00001561644,23091543258.0,-877.5373883928551,200.331,-146.23441428571428,1.0000155722227935,1218256.3674222839
2022-01-20,394.1736,12298,40680.41796875,1.00001643836,20382033940.0,-1668.42578125,394.1736,57.50364285714289,1.00001638937559,1406174.6507977778
2022-01-21,-8.1424,22824,36457.31640625,1.00001589041,43011992031.0,-4942.615513392855,-8.1424,-318.6176571428571,1.0000158446307517,2486439.9491238007
2022-01-22,206.0379,21428,35030.25,1.00001589041,39714385405.0,-5205.8035714285725,206.0379,-99.20881428571428,1.0000158446307517,13487908.029196134
2022-01-23,-97.7724,12264,36276.8046875,1.00001589041,26017975951.0,-2982.5239955357174,-97.7724,-342.53285714285715,1.0000158446307517,18548111.27119149
2022-01-24,-353.7822,18304,36654.328125,1.00001589041,41856658597.0,-1805.5401785714275,-353.7822,-476.554,1.0000158446307517,10063075.365881534
2022-01-25,323.772,12197,36954.00390625,1.00001780822,26428189594.0,-731.3459821428551,323.772,228.82664285714284,1.0000177507504078,4135023.711450114
2022-01-26,603.1642,13190,36852.12109375,1.00001917808,31324598034.0,-134.34207589285506,603.1642,450.6712428571429,1.0000191114509558,1803705.9533591142
2022-01-27,542.0112,11382,37138.234375,1.00002054795,25041426629.0,657.7974330357174,542.0112,368.3985857142857,1.0000204714878276,1063341.2037740431
2022-01-28,703.0759,10694,37784.33203125,1.00002054795,22238830523.0,1114.3214285714275,703.0759,427.8606714285714,1.0000204714878276,1158324.8962651268
2022-01-29,418.0746,8930,38138.1796875,1.00002054795,17194183075.0,1024.1791294642826,418.0746,112.56841428571433,1.0000204714878276,1611616.361375845
2022-01-30,399.8256,8062,37917.6015625,1.00002054795,14643548444.0,569.2014508928551,399.8256,23.233985714285662,1.0000204714878276,1655297.7650720328
2022-01-31,429.2458,9921,38483.125,1.00002136986,20734730465.0,873.4681919642826,429.2458,-59.20695714285716,1.0000212871749876,1276652.6859633876
2022-02-01,714.313,11493,38743.2734375,1.00002136986,20288500328.0,878.0066964285725,714.313,170.0686714285714,1.0000212871749876,1363829.2537307949
2022-02-02,99.1366,10248,36952.984375,1.00002082192,19155189416.0,-926.69140625,99.1366,-373.1037857142857,1.0000207434104573,1441199.658021926
2022-02-03,82.7565,10095,37154.6015625,1.00002136986,18591534769.0,-727.4123883928551,82.7565,-323.8760714285714,1.0000212871749876,1519458.4386143195
2022-02-04,748.8789,13614,41500.875,1.00002438356,29412210792.0,3087.9263392857174,748.8789,335.70304285714286,1.0000242759873625,1381551.1988216653
2022-02-05,409.5668,11044,41441.1640625,1.00002438356,19652846215.0,2556.3604910714275,409.5668,-2.3936571428571938,1.0000242759873625,5657035.123826736
2022-02-06,327.5099,9532,42412.43359375,1.00002438356,16142097334.0,2885.5111607142826,327.5099,-74.11974285714285,1.0000242759873625,5724916.627306737
2022-02-07,789.1745,13310,43840.28515625,1.00002410959,28641855926.0,3548.0541294642826,789.1745,336.12647142857145,1.0000240044141713,6081789.76028369
2022-02-08,707.6493,12088,44118.4453125,1.00002493151,33079398868.0,3058.3325892857174,707.6493,255.55322857142863,1.0000248190631331,8460555.589774143
2022-02-09,1010.4245,12353,44338.796875,1.00002493151,23245887300.0,2223.568080357145,1010.4245,428.1444428571429,1.0000248190631331,7616796.8504147045
2022-02-10,658.4499,12483,43565.11328125,1.00003123288,32142048537.0,534.0970982142826,658.4499,-6.072071428571462,1.0000310566763588,4921957.767705789
2022-02-11,333.6524,10587,42407.9375,1.00002931507,26954925781.0,-752.6590401785725,333.6524,-271.5515000000001,1.0000291597693642,1921144.0208495562
2022-02-12,158.2472,8655,42244.46875,1.00002931507,18152390304.0,-1030.8856026785725,158.2472,-411.0539,1.0000291597693642,1291884.3412358756
2022-02-13,356.0572,8363,42197.515625,1.00002931507,14741589015.0,-1047.1361607142826,356.0572,-217.3220857142856,1.0000291597693642,1596789.6785571384
2022-02-14,332.5551,11924,42586.91796875,1.0000309589,20827783012.0,-478.68136160714494,332.5551,-175.59284285714284,1.0000307857627562,1700898.9406310092
2022-02-15,478.1059,11594,44575.203125,1.00003041096,22721659051.0,1444.3526785714275,478.1059,2.7498714285714527,1.0000302438751747,1271865.2502720666
2022-02-16,301.2764,10024,43961.859375,1.00002986301,19792547657.0,884.8571428571449,301.2764,-72.77275714285713,1.000029701870797,1990937.9951905063
2022-02-17,218.1738,12344,40538.01171875,1.00002876712,26246662813.0,-2106.5474330357174,218.1738,-92.97877142857143,1.000028617551047,1671035.6589956738
2022-02-18,-423.4728,12059,40030.9765625,1.00002821918,23310007704.0,-2274.0167410714275,-423.4728,-626.4646285714286,1.0000280752355937,3294229.197535529
2022-02-19,249.0656,8746,40122.15625,1.00002821918,13736557863.0,-1879.6495535714275,249.0656,33.09971428571424,1.0000280752355937,4305290.702068431
2022-02-20,33.4438,10151,38431.37890625,1.00002821918,18340576452.0,-3032.4073660714275,33.4438,-136.43445714285716,1.0000280752355937,3624045.2473723907
2022-02-21,395.2712,11495,37075.28125,1.00002821918,29280402798.0,-3601.1283482142826,395.2712,216.4335,1.0000280752355937,6130805.36944199
2022-02-22,313.2813,11872,38286.02734375,1.00003205479,25493150450.0,-1491.9285714285725,313.2813,157.9899714285714,1.0000318692272616,8969484.659033421
2022-02-23,320.0104,10170,37296.5703125,1.00003178082,21849073843.0,-1529.201450892855,320.0104,162.0427857142857,1.000031598403662,4328640.130886191
